"Статус","Количество"
"Final","https://peps.python.org/pep-0424"
"Final","https://peps.python.org/pep-0425"
"Final","https://peps.python.org/pep-0427"
"Final","https://peps.python.org/pep-0428"
"Final","https://peps.python.org/pep-0435"
"Final","https://peps.python.org/pep-0436"
"Final","https://peps.python.org/pep-0441"
"Final","https://peps.python.org/pep-0442"
"Final","https://peps.python.org/pep-0443"
"Final","https://peps.python.org/pep-0445"
"Final","https://peps.python.org/pep-0446"
"Final","https://peps.python.org/pep-0448"
"Final","https://peps.python.org/pep-0450"
"Final","https://peps.python.org/pep-0451"
"Final","https://peps.python.org/pep-0453"
"Final","https://peps.python.org/pep-0454"
"Final","https://peps.python.org/pep-0456"
"Final","https://peps.python.org/pep-0461"
"Final","https://peps.python.org/pep-0465"
"Final","https://peps.python.org/pep-0466"
"Final","https://peps.python.org/pep-0468"
"Final","https://peps.python.org/pep-0471"
"Final","https://peps.python.org/pep-0475"
"Final","https://peps.python.org/pep-0476"
"Final","https://peps.python.org/pep-0477"
"Final","https://peps.python.org/pep-0479"
"Final","https://peps.python.org/pep-0484"
"Final","https://peps.python.org/pep-0485"
"Final","https://peps.python.org/pep-0486"
"Final","https://peps.python.org/pep-0487"
"Final","https://peps.python.org/pep-0488"
"Final","https://peps.python.org/pep-0489"
"Final","https://peps.python.org/pep-0492"
"Final","https://peps.python.org/pep-0493"
"Final","https://peps.python.org/pep-0495"
"Final","https://peps.python.org/pep-0498"
"Final","https://peps.python.org/pep-0506"
"Final","https://peps.python.org/pep-0509"
"Final","https://peps.python.org/pep-0515"
"Final","https://peps.python.org/pep-0517"
"Final","https://peps.python.org/pep-0518"
"Final","https://peps.python.org/pep-0519"
"Final","https://peps.python.org/pep-0520"
"Final","https://peps.python.org/pep-0523"
"Final","https://peps.python.org/pep-0524"
"Final","https://peps.python.org/pep-0525"
"Final","https://peps.python.org/pep-0526"
"Final","https://peps.python.org/pep-0528"
"Final","https://peps.python.org/pep-0529"
"Final","https://peps.python.org/pep-0530"
"Final","https://peps.python.org/pep-0538"
"Final","https://peps.python.org/pep-0539"
"Final","https://peps.python.org/pep-0540"
"Final","https://peps.python.org/pep-0552"
"Final","https://peps.python.org/pep-0553"
"Final","https://peps.python.org/pep-0557"
"Final","https://peps.python.org/pep-0562"
"Final","https://peps.python.org/pep-0564"
"Final","https://peps.python.org/pep-0565"
"Final","https://peps.python.org/pep-0566"
"Final","https://peps.python.org/pep-0567"
"Final","https://peps.python.org/pep-0570"
"Final","https://peps.python.org/pep-0573"
"Final","https://peps.python.org/pep-0574"
"Final","https://peps.python.org/pep-0584"
"Final","https://peps.python.org/pep-0587"
"Final","https://peps.python.org/pep-0592"
"Final","https://peps.python.org/pep-0597"
"Final","https://peps.python.org/pep-0610"
"Final","https://peps.python.org/pep-0614"
"Final","https://peps.python.org/pep-0618"
"Final","https://peps.python.org/pep-0621"
"Final","https://peps.python.org/pep-0624"
"Final","https://peps.python.org/pep-0626"
"Final","https://peps.python.org/pep-0628"
"Final","https://peps.python.org/pep-0629"
"Final","https://peps.python.org/pep-0643"
"Final","https://peps.python.org/pep-0644"
"Final","https://peps.python.org/pep-0652"
"Final","https://peps.python.org/pep-0657"
"Final","https://peps.python.org/pep-0682"
"Final","https://peps.python.org/pep-3101"
"Final","https://peps.python.org/pep-3102"
"Final","https://peps.python.org/pep-3104"
"Final","https://peps.python.org/pep-3105"
"Final","https://peps.python.org/pep-3106"
"Final","https://peps.python.org/pep-3107"
"Final","https://peps.python.org/pep-3108"
"Final","https://peps.python.org/pep-3109"
"Final","https://peps.python.org/pep-3110"
"Final","https://peps.python.org/pep-3111"
"Final","https://peps.python.org/pep-3112"
"Final","https://peps.python.org/pep-3113"
"Final","https://peps.python.org/pep-3114"
"Final","https://peps.python.org/pep-3115"
"Final","https://peps.python.org/pep-3116"
"Final","https://peps.python.org/pep-3118"
"Final","https://peps.python.org/pep-3119"
"Final","https://peps.python.org/pep-3120"
"Final","https://peps.python.org/pep-3123"
"Final","https://peps.python.org/pep-3127"
"Final","https://peps.python.org/pep-3129"
"Final","https://peps.python.org/pep-3131"
"Final","https://peps.python.org/pep-3132"
"Final","https://peps.python.org/pep-3134"
"Final","https://peps.python.org/pep-3135"
"Final","https://peps.python.org/pep-3137"
"Final","https://peps.python.org/pep-3138"
"Final","https://peps.python.org/pep-3141"
"Final","https://peps.python.org/pep-3144"
"Final","https://peps.python.org/pep-3147"
"Final","https://peps.python.org/pep-3148"
"Final","https://peps.python.org/pep-3149"
"Final","https://peps.python.org/pep-3151"
"Final","https://peps.python.org/pep-3154"
"Final","https://peps.python.org/pep-3155"
"Final","https://peps.python.org/pep-3156"
"Superseded","https://peps.python.org/pep-0002"
"Final","https://peps.python.org/pep-0160"
"Final","https://peps.python.org/pep-0200"
"Final","https://peps.python.org/pep-0226"
"Final","https://peps.python.org/pep-0251"
"Final","https://peps.python.org/pep-0283"
"Final","https://peps.python.org/pep-0320"
"Final","https://peps.python.org/pep-0347"
"Final","https://peps.python.org/pep-0356"
"Final","https://peps.python.org/pep-0360"
"Final","https://peps.python.org/pep-0361"
"Final","https://peps.python.org/pep-0373"
"Final","https://peps.python.org/pep-0374"
"Final","https://peps.python.org/pep-0375"
"Final","https://peps.python.org/pep-0385"
"Final","https://peps.python.org/pep-0392"
"Final","https://peps.python.org/pep-0398"
"Final","https://peps.python.org/pep-0429"
"Superseded","https://peps.python.org/pep-0438"
"Final","https://peps.python.org/pep-0449"
"Final","https://peps.python.org/pep-0464"
"Final","https://peps.python.org/pep-0470"
"Final","https://peps.python.org/pep-0494"
"Final","https://peps.python.org/pep-0512"
"Final","https://peps.python.org/pep-0527"
"Final","https://peps.python.org/pep-0541"
"Final","https://peps.python.org/pep-0545"
"Final","https://peps.python.org/pep-3000"
"Final","https://peps.python.org/pep-3002"
"Final","https://peps.python.org/pep-3003"
"Final","https://peps.python.org/pep-3099"
"Final","https://peps.python.org/pep-3100"
"Final","https://peps.python.org/pep-8001"
"Deferred","https://peps.python.org/pep-0213"
"Deferred","https://peps.python.org/pep-0219"
"Deferred","https://peps.python.org/pep-0222"
"Deferred","https://peps.python.org/pep-0233"
"Deferred","https://peps.python.org/pep-0262"
"Deferred","https://peps.python.org/pep-0267"
"Deferred","https://peps.python.org/pep-0269"
"Deferred","https://peps.python.org/pep-0280"
"Deferred","https://peps.python.org/pep-0286"
"Deferred","https://peps.python.org/pep-0312"
"Deferred","https://peps.python.org/pep-0316"
"Deferred","https://peps.python.org/pep-0323"
"Deferred","https://peps.python.org/pep-0337"
"Deferred","https://peps.python.org/pep-0368"
"Deferred","https://peps.python.org/pep-0400"
"Deferred","https://peps.python.org/pep-0403"
"Deferred","https://peps.python.org/pep-0407"
"Deferred","https://peps.python.org/pep-0419"
"Deferred","https://peps.python.org/pep-0423"
"Deferred","https://peps.python.org/pep-0444"
"Deferred","https://peps.python.org/pep-0447"
"Deferred","https://peps.python.org/pep-0491"
"Deferred","https://peps.python.org/pep-0499"
"Deferred","https://peps.python.org/pep-0501"
"Deferred","https://peps.python.org/pep-0505"
"Deferred","https://peps.python.org/pep-0532"
"Deferred","https://peps.python.org/pep-0533"
"Deferred","https://peps.python.org/pep-0534"
"Deferred","https://peps.python.org/pep-0535"
"Deferred","https://peps.python.org/pep-0536"
"Deferred","https://peps.python.org/pep-0547"
"Deferred","https://peps.python.org/pep-0556"
"Deferred","https://peps.python.org/pep-0568"
"Deferred","https://peps.python.org/pep-3124"
"Deferred","https://peps.python.org/pep-3143"
"Deferred","https://peps.python.org/pep-3150"
"Withdrawn","https://peps.python.org/pep-0003"
"Withdrawn","https://peps.python.org/pep-0009"
"Withdrawn","https://peps.python.org/pep-0042"
"Superseded","https://peps.python.org/pep-0102"
"Withdrawn","https://peps.python.org/pep-0103"
"Rejected","https://peps.python.org/pep-0204"
"Withdrawn","https://peps.python.org/pep-0206"
"Withdrawn","https://peps.python.org/pep-0209"
"Rejected","https://peps.python.org/pep-0210"
"Rejected","https://peps.python.org/pep-0211"
"Rejected","https://peps.python.org/pep-0212"
"Superseded","https://peps.python.org/pep-0215"
"Rejected","https://peps.python.org/pep-0216"
"Rejected","https://peps.python.org/pep-0220"
"Rejected","https://peps.python.org/pep-0224"
"Rejected","https://peps.python.org/pep-0225"
"Withdrawn","https://peps.python.org/pep-0228"
"Rejected","https://peps.python.org/pep-0231"
"Rejected","https://peps.python.org/pep-0239"
"Rejected","https://peps.python.org/pep-0240"
"Rejected","https://peps.python.org/pep-0242"
"Withdrawn","https://peps.python.org/pep-0243"
"Rejected","https://peps.python.org/pep-0244"
"Rejected","https://peps.python.org/pep-0245"
"Rejected","https://peps.python.org/pep-0246"
"Rejected","https://peps.python.org/pep-0254"
"Rejected","https://peps.python.org/pep-0256"
"Rejected","https://peps.python.org/pep-0258"
"Rejected","https://peps.python.org/pep-0259"
"Rejected","https://peps.python.org/pep-0265"
"Withdrawn","https://peps.python.org/pep-0266"
"Rejected","https://peps.python.org/pep-0268"
"Rejected","https://peps.python.org/pep-0270"
"Rejected","https://peps.python.org/pep-0271"
"Rejected","https://peps.python.org/pep-0275"
"Rejected","https://peps.python.org/pep-0276"
"Rejected","https://peps.python.org/pep-0281"
"Rejected","https://peps.python.org/pep-0284"
"Withdrawn","https://peps.python.org/pep-0288"
"Rejected","https://peps.python.org/pep-0294"
"Rejected","https://peps.python.org/pep-0295"
"Withdrawn","https://peps.python.org/pep-0296"
"Rejected","https://peps.python.org/pep-0297"
"Withdrawn","https://peps.python.org/pep-0298"
"Rejected","https://peps.python.org/pep-0299"
"Rejected","https://peps.python.org/pep-0303"
"Withdrawn","https://peps.python.org/pep-0304"
"Withdrawn","https://peps.python.org/pep-0306"
"Rejected","https://peps.python.org/pep-0310"
"Rejected","https://peps.python.org/pep-0313"
"Rejected","https://peps.python.org/pep-0315"
"Rejected","https://peps.python.org/pep-0317"
"Rejected","https://peps.python.org/pep-0319"
"Withdrawn","https://peps.python.org/pep-0321"
"Rejected","https://peps.python.org/pep-0325"
"Rejected","https://peps.python.org/pep-0326"
"Rejected","https://peps.python.org/pep-0329"
"Rejected","https://peps.python.org/pep-0330"
"Rejected","https://peps.python.org/pep-0332"
"Withdrawn","https://peps.python.org/pep-0334"
"Rejected","https://peps.python.org/pep-0335"
"Rejected","https://peps.python.org/pep-0336"
"Withdrawn","https://peps.python.org/pep-0339"
"Rejected","https://peps.python.org/pep-0340"
"Superseded","https://peps.python.org/pep-0344"
"Withdrawn","https://peps.python.org/pep-0346"
"Rejected","https://peps.python.org/pep-0348"
"Rejected","https://peps.python.org/pep-0349"
"Rejected","https://peps.python.org/pep-0350"
"Rejected","https://peps.python.org/pep-0351"
"Superseded","https://peps.python.org/pep-0354"
"Rejected","https://peps.python.org/pep-0355"
"Withdrawn","https://peps.python.org/pep-0359"
"Rejected","https://peps.python.org/pep-0363"
"Withdrawn","https://peps.python.org/pep-0364"
"Rejected","https://peps.python.org/pep-0365"
"Superseded","https://peps.python.org/pep-0367"
"Withdrawn","https://peps.python.org/pep-0369"
"Rejected","https://peps.python.org/pep-0377"
"Withdrawn","https://peps.python.org/pep-0379"
"Withdrawn","https://peps.python.org/pep-0381"
"Rejected","https://peps.python.org/pep-0382"
"Superseded","https://peps.python.org/pep-0386"
"Rejected","https://peps.python.org/pep-0390"
"Withdrawn","https://peps.python.org/pep-0395"
"Rejected","https://peps.python.org/pep-0396"
"April Fool!","https://peps.python.org/pep-0401"
"Rejected","https://peps.python.org/pep-0402"
"Withdrawn","https://peps.python.org/pep-0406"
"Rejected","https://peps.python.org/pep-0408"
"Rejected","https://peps.python.org/pep-0410"
"Withdrawn","https://peps.python.org/pep-0413"
"Rejected","https://peps.python.org/pep-0416"
"Withdrawn","https://peps.python.org/pep-0422"
"Withdrawn","https://peps.python.org/pep-0426"
"Superseded","https://peps.python.org/pep-0431"
"Withdrawn","https://peps.python.org/pep-0432"
"Superseded","https://peps.python.org/pep-0433"
"Rejected","https://peps.python.org/pep-0437"
"Rejected","https://peps.python.org/pep-0439"
"Rejected","https://peps.python.org/pep-0455"
"Withdrawn","https://peps.python.org/pep-0459"
"Withdrawn","https://peps.python.org/pep-0460"
"Withdrawn","https://peps.python.org/pep-0462"
"Rejected","https://peps.python.org/pep-0463"
"Withdrawn","https://peps.python.org/pep-0469"
"Rejected","https://peps.python.org/pep-0472"
"Rejected","https://peps.python.org/pep-0473"
"Withdrawn","https://peps.python.org/pep-0474"
"Withdrawn","https://peps.python.org/pep-0481"
"Rejected","https://peps.python.org/pep-0490"
"Rejected","https://peps.python.org/pep-0496"
"Rejected","https://peps.python.org/pep-0497"
"Rejected","https://peps.python.org/pep-0500"
"Rejected","https://peps.python.org/pep-0502"
"Withdrawn","https://peps.python.org/pep-0504"
"Rejected","https://peps.python.org/pep-0507"
"Rejected","https://peps.python.org/pep-0510"
"Rejected","https://peps.python.org/pep-0511"
"Superseded","https://peps.python.org/pep-0513"
"Rejected","https://peps.python.org/pep-0516"
"Withdrawn","https://peps.python.org/pep-0521"
"Rejected","https://peps.python.org/pep-0522"
"Withdrawn","https://peps.python.org/pep-0531"
"Rejected","https://peps.python.org/pep-0542"
"Withdrawn","https://peps.python.org/pep-0543"
"Rejected","https://peps.python.org/pep-0546"
"Rejected","https://peps.python.org/pep-0548"
"Rejected","https://peps.python.org/pep-0549"
"Withdrawn","https://peps.python.org/pep-0550"
"Withdrawn","https://peps.python.org/pep-0551"
"Withdrawn","https://peps.python.org/pep-0555"
"Rejected","https://peps.python.org/pep-0559"
"Superseded","https://peps.python.org/pep-0571"
"Withdrawn","https://peps.python.org/pep-0575"
"Withdrawn","https://peps.python.org/pep-0576"
"Withdrawn","https://peps.python.org/pep-0577"
"Rejected","https://peps.python.org/pep-0580"
"Withdrawn","https://peps.python.org/pep-0583"
"Withdrawn","https://peps.python.org/pep-0595"
"Withdrawn","https://peps.python.org/pep-0598"
"Superseded","https://peps.python.org/pep-0599"
"Rejected","https://peps.python.org/pep-0601"
"Rejected","https://peps.python.org/pep-0605"
"Rejected","https://peps.python.org/pep-0606"
"Rejected","https://peps.python.org/pep-0608"
"Withdrawn","https://peps.python.org/pep-0611"
"Superseded","https://peps.python.org/pep-0622"
"Superseded","https://peps.python.org/pep-0631"
"Rejected","https://peps.python.org/pep-0633"
"Rejected","https://peps.python.org/pep-0637"
"Rejected","https://peps.python.org/pep-0640"
"Rejected","https://peps.python.org/pep-0641"
"Rejected","https://peps.python.org/pep-0642"
"Withdrawn","https://peps.python.org/pep-0645"
"Rejected","https://peps.python.org/pep-0648"
"Rejected","https://peps.python.org/pep-0651"
"Rejected","https://peps.python.org/pep-0662"
"Rejected","https://peps.python.org/pep-0663"
"Rejected","https://peps.python.org/pep-0665"
"Rejected","https://peps.python.org/pep-0666"
"Rejected","https://peps.python.org/pep-0677"
"Rejected","https://peps.python.org/pep-0754"
"Withdrawn","https://peps.python.org/pep-3001"
"Rejected","https://peps.python.org/pep-3103"
"Rejected","https://peps.python.org/pep-3117"
"Rejected","https://peps.python.org/pep-3122"
"Rejected","https://peps.python.org/pep-3125"
"Rejected","https://peps.python.org/pep-3126"
"Rejected","https://peps.python.org/pep-3128"
"Rejected","https://peps.python.org/pep-3130"
"Rejected","https://peps.python.org/pep-3133"
"Rejected","https://peps.python.org/pep-3136"
"Rejected","https://peps.python.org/pep-3139"
"Rejected","https://peps.python.org/pep-3140"
"Rejected","https://peps.python.org/pep-3142"
"Withdrawn","https://peps.python.org/pep-3145"
"Withdrawn","https://peps.python.org/pep-3146"
"Rejected","https://peps.python.org/pep-3152"
"Superseded","https://peps.python.org/pep-3153"
"Rejected","https://peps.python.org/pep-8010"
"Rejected","https://peps.python.org/pep-8011"
"Rejected","https://peps.python.org/pep-8012"
"Rejected","https://peps.python.org/pep-8013"
"Rejected","https://peps.python.org/pep-8014"
"Rejected","https://peps.python.org/pep-8015"
"Total","588"
